occurrence_id,classification,type of occurrence,localization,fu,country,aerodrome,time,under_investigation,investigating_command,investigation_status,publication_day,aircrafts_involved,takeoff,CONTAGEM,ano,dia,mes
42387,ACCIDENT,LOSS OF CONTROL IN THE AIR,MATINHA,MA,BRAZIL,Nao informado,17:00:00,YES,SERIPA-2,FINISHED,2011-08-29,1,0.0,1,2010,24,07
42388,ACCIDENT,LOSS OF CONTROL ON THE GROUND,CACHOEIRA DO SUL,RS,BRAZIL,Nao informado,19:40:00,YES,SERIPA-5,FINISHED,2011-07-21,1,0.0,1,2010,24,08
42427,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,PORTO ALEGRE,RS,BRAZIL,SBPA,00:46:00,YES,SERIPA-5,IN PROGRESS,UNKNOWN,1,0.0,1,2010,10,08
42449,ACCIDENT,COLLISION AGAINST BIRD,SÃO FÉLIX DO XINGU,PA,BRAZIL,Nao informado,16:20:00,YES,SERIPA-1,FINISHED,2011-08-01,1,0.0,1,2010,03,08
42565,ACCIDENT,FUEL STARVATION,GOIÂNIA,GO,BRAZIL,Nao informado,21:00:00,YES,SERIPA-6,FINISHED,2011-09-23,1,0.0,1,2010,13,08
42606,SERIOUS INCIDENT,ABOUT LANDING GEAR,PORTO ALEGRE,RS,BRAZIL,Nao informado,18:30:00,UNKNOWN,SERIPA-5,DESCONHECIDO,UNKNOWN,1,0.0,1,2010,28,08
42714,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,RIO DE JANEIRO,RJ,BRAZIL,Nao informado,15:30:00,UNKNOWN,SERIPA-3,DESCONHECIDO,UNKNOWN,1,0.0,1,2010,11,09
42718,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,VERANÓPOLIS,RS,BRAZIL,SSVN,19:10:00,YES,SERIPA-5,FINISHED,2011-07-21,1,1.0,1,2010,08,09
42723,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,BOA VISTA,RR,BRAZIL,SBBV,13:30:00,YES,SERIPA-7,FINISHED,2011-12-21,1,0.0,1,2010,01,09
42738,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,SÃO PAULO,SP,BRAZIL,Nao informado,18:30:00,YES,SERIPA-4,FINISHED,UNKNOWN,1,0.0,1,2010,04,09
42757,SERIOUS INCIDENT,ABOUT LANDING GEAR,SÃO PAULO,SP,BRAZIL,SBSP,19:30:00,YES,SERIPA-4,FINISHED,2016-06-03,1,0.0,1,2010,13,09
42758,ACCIDENT,LOSS OF CONTROL IN THE AIR,ITANHAÉM,SP,BRAZIL,Nao informado,14:00:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2010,10,09
42760,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,PIRACICABA,SP,BRAZIL,SDPW,11:10:00,YES,SERIPA-4,FINISHED,2015-03-20,1,0.0,1,2010,10,09
42838,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,CURITIBA,PR,BRAZIL,Nao informado,20:30:00,YES,SERIPA-5,IN PROGRESS,UNKNOWN,1,0.0,1,2010,15,09
42880,ACCIDENT,SLOW LANDING,RIO DE JANEIRO,RJ,BRAZIL,SBJR,13:55:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,1.0,1,2010,17,09
42882,SERIOUS INCIDENT,SLOW LANDING,RIO DE JANEIRO,RJ,BRAZIL,SBJR,18:46:00,UNKNOWN,SERIPA-3,DESCONHECIDO,UNKNOWN,1,0.0,1,2010,17,09
42919,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ITAITUBA,PA,BRAZIL,Nao informado,18:10:00,YES,SERIPA-1,FINISHED,2011-09-23,1,0.0,1,2010,15,09
42921,ACCIDENT,TERRAIN COLLISION,SÃO FÉLIX DO XINGU,PA,BRAZIL,Nao informado,21:50:00,YES,SERIPA-1,FINISHED,2012-07-02,1,0.0,1,2010,15,09
42960,SERIOUS INCIDENT,ABOUT LANDING GEAR,BELÉM,PA,BRAZIL,Nao informado,13:50:00,YES,SERIPA-1,IN PROGRESS,UNKNOWN,1,0.0,1,2010,04,10
42980,ACCIDENT,ABOUT LANDING GEAR,SÃO PAULO,SP,BRAZIL,SBSP,14:45:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2010,01,10
42983,ACCIDENT,LOSS OF CONTROL ON THE GROUND,IMPERATRIZ,MA,BRAZIL,Nao informado,11:37:00,YES,SERIPA-2,FINISHED,2011-07-21,1,0.0,1,2010,30,09
42997,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,BELÉM,PA,BRAZIL,SBJC,18:10:00,YES,SERIPA-1,FINISHED,2012-03-22,1,0.0,1,2010,24,09
42999,SERIOUS INCIDENT,LANDING WITHOUT LANDING GEAR,SÃO LUÍS,MA,BRAZIL,SBSL,21:38:00,YES,SERIPA-1,IN PROGRESS,UNKNOWN,1,0.0,1,2010,22,09
43003,ACCIDENT,LOSS OF CONTROL IN THE AIR,JARDIM,MS,BRAZIL,Nao informado,18:30:00,YES,SERIPA-4,FINISHED,UNKNOWN,1,0.0,1,2010,18,09
43021,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,SÃO BORJA,RS,BRAZIL,Nao informado,11:30:00,YES,SERIPA-5,FINISHED,2014-10-01,1,0.0,1,2010,01,10
43023,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,ÓBIDOS,PA,BRAZIL,Nao informado,11:30:00,YES,SERIPA-1,IN PROGRESS,UNKNOWN,1,0.0,1,2010,30,09
43027,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,PORTO ALEGRE,RS,BRAZIL,SBPA,20:59:00,YES,SERIPA-5,IN PROGRESS,UNKNOWN,1,0.0,1,2010,24,09
43042,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,CARAZINHO,RS,BRAZIL,SSKZ,20:00:00,YES,SERIPA-5,IN PROGRESS,UNKNOWN,1,0.0,1,2010,15,09
43043,ACCIDENT,LOSS OF CONTROL IN THE AIR,CAMBÉ,PR,BRAZIL,Nao informado,21:13:00,UNKNOWN,SERIPA-5,DESCONHECIDO,UNKNOWN,1,0.0,1,2010,11,09
43044,ACCIDENT,STRUCTURAL FAILURE,BLUMENAU,SC,BRAZIL,Nao informado,12:50:00,UNKNOWN,SERIPA-5,DESCONHECIDO,UNKNOWN,1,0.0,1,2010,19,09
43062,ACCIDENT,LOSS OF CONTROL IN THE AIR,NOVO GAMA,GO,BRAZIL,Nao informado,16:30:00,YES,SERIPA-6,FINISHED,2014-10-01,1,0.0,1,2010,25,09
43063,ACCIDENT,LOSS OF CONTROL IN THE AIR,ALTO ALEGRE,RR,BRAZIL,Nao informado,17:10:00,YES,SERIPA-7,FINISHED,2012-06-04,1,0.0,1,2010,21,09
43070,ACCIDENT,LANDING WITHOUT LANDING GEAR,LUÍS EDUARDO MAGALHÃES,BA,BRAZIL,Nao informado,13:30:00,YES,SERIPA-2,IN PROGRESS,UNKNOWN,1,0.0,1,2010,05,10
43089,ACCIDENT,LOSS OF CONTROL ON THE GROUND,COROMANDEL,MG,BRAZIL,SNXT,14:00:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2010,07,10
43091,ACCIDENT,LOSS OF CONTROL ON THE GROUND,JOINVILLE,SC,BRAZIL,SBJV,15:10:00,UNKNOWN,SERIPA-5,DESCONHECIDO,UNKNOWN,1,0.0,1,2010,25,07
43095,ACCIDENT,SYSTEM / COMPONENT FAILURE,DIVINÓPOLIS,MG,BRAZIL,Nao informado,12:00:00,UNKNOWN,SERIPA-3,DESCONHECIDO,UNKNOWN,1,0.0,1,2010,16,10
43153,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,MACAÉ,RJ,BRAZIL,Nao informado,19:00:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2010,12,10
43171,SERIOUS INCIDENT,AIR TRAFFIC,DIAMANTINA,MG,BRAZIL,Nao informado,18:30:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2010,12,09
43253,SERIOUS INCIDENT,SYSTEM / COMPONENT FAILURE,GUARULHOS,SP,BRAZIL,SBGR,04:30:00,YES,CENIPA,IN PROGRESS,UNKNOWN,1,0.0,1,2009,01,12
43256,ACCIDENT,FUEL STARVATION,RECIFE,PE,BRAZIL,Nao informado,20:20:00,YES,SERIPA-2,FINISHED,2011-07-21,1,0.0,1,2010,01,10
43262,ACCIDENT,LOSS OF CONTROL ON THE GROUND,IVATÉ,PR,BRAZIL,Nao informado,10:30:00,YES,SERIPA-5,FINISHED,2011-09-23,1,0.0,1,2010,16,11
43264,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,BROTAS,SP,BRAZIL,Nao informado,19:10:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2010,24,11
43266,ACCIDENT,LOSS OF CONTROL IN THE AIR,TAPURAH,MT,BRAZIL,Nao informado,18:00:00,YES,SERIPA-6,FINISHED,UNKNOWN,1,0.0,1,2010,18,11
43268,ACCIDENT,LOW ALTITUDE MANEUVERS,SORRISO,MT,BRAZIL,Nao informado,18:00:00,YES,SERIPA-6,FINISHED,UNKNOWN,1,0.0,1,2010,18,11
43282,SERIOUS INCIDENT,HARD LANDING,CAMPO GRANDE,MS,BRAZIL,SBCG,23:08:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2010,18,11
43294,ACCIDENT,LOSS OF CONTROL IN THE AIR,GOIÂNIA,GO,BRAZIL,Nao informado,18:30:00,YES,SERIPA-6,FINISHED,2011-12-21,1,0.0,1,2010,22,11
43321,ACCIDENT,LOSS OF CONTROL IN THE AIR,ITAPORÃ,MS,BRAZIL,Nao informado,12:20:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2010,25,11
43361,ACCIDENT,LOSS OF CONTROL ON THE GROUND,PASSO FUNDO,RS,BRAZIL,SBPF,18:20:00,YES,SERIPA-5,FINISHED,2012-08-29,1,0.0,1,2010,30,11
43389,ACCIDENT,ANOTHER TYPES,ANDARAÍ,BA,BRAZIL,Nao informado,18:30:00,YES,SERIPA-2,FINISHED,2011-08-01,1,0.0,1,2010,09,11
43390,ACCIDENT,FUEL STARVATION,PRADO,BA,BRAZIL,Nao informado,16:10:00,YES,SERIPA-2,FINISHED,2011-08-01,1,0.0,1,2010,23,10
43392,ACCIDENT,ANOTHER TYPES,SÃO FÉLIX DO XINGU,PA,BRAZIL,Nao informado,13:00:00,YES,SERIPA-1,IN PROGRESS,UNKNOWN,1,0.0,1,2010,05,11
43393,ACCIDENT,FUEL STARVATION,ORIXIMINÁ,PA,BRAZIL,Nao informado,16:35:00,YES,SERIPA-1,FINISHED,2013-08-26,1,0.0,1,2010,31,10
43403,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ARAÇATUBA,SP,BRAZIL,Nao informado,23:30:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2010,13,11
43404,ACCIDENT,LOSS OF CONTROL IN THE AIR,BRAGANÇA PAULISTA,SP,BRAZIL,SBBP,17:30:00,YES,SERIPA-4,FINISHED,2013-07-18,1,0.0,1,2010,15,11
43446,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,URUGUAIANA,RS,BRAZIL,Nao informado,11:30:00,YES,SERIPA-5,FINISHED,2011-08-29,1,0.0,1,2010,14,11
43449,ACCIDENT,LOSS OF CONTROL ON THE GROUND,CAMPO LARGO,PR,BRAZIL,Nao informado,15:40:00,YES,SERIPA-5,FINISHED,2011-11-04,1,0.0,1,2010,19,10
43450,ACCIDENT,LOSS OF CONTROL IN THE AIR,SÃO PAULO,SP,BRAZIL,SBMT,10:55:00,YES,SERIPA-4,FINISHED,2012-08-07,1,0.0,1,2010,04,11
43451,ACCIDENT,METEOROLOGICAL PHENOMENOM IN THE AIR,ARARAQUARA,SP,BRAZIL,SBAQ,22:36:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,1.0,1,2010,05,11
43452,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,OLÍMPIA,SP,BRAZIL,Nao informado,12:00:00,YES,SERIPA-4,FINISHED,UNKNOWN,1,0.0,1,2010,03,12
43454,ACCIDENT,METEOROLOGICAL PHENOMENOM IN THE AIR,LONDRINA,PR,BRAZIL,Nao informado,23:33:00,YES,SERIPA-5,FINISHED,2012-07-03,1,0.0,1,2010,12,12
43455,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,BOM JESUS DO GALHO,MG,BRAZIL,Nao informado,21:30:00,YES,SERIPA-3,FINISHED,2013-04-23,1,0.0,1,2010,09,12
43458,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,ÁGUA BRANCA,AL,BRAZIL,Nao informado,11:00:00,YES,SERIPA-2,IN PROGRESS,UNKNOWN,1,0.0,1,2010,11,12
43459,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,SÃO PAULO,SP,BRAZIL,SBMT,18:35:00,YES,SERIPA-4,FINISHED,2015-03-06,1,1.0,1,2010,28,10
43461,SERIOUS INCIDENT,SYSTEM / COMPONENT FAILURE,BRASÍLIA,DF,BRAZIL,Nao informado,22:00:00,YES,CENIPA,IN PROGRESS,UNKNOWN,1,0.0,1,2010,08,12
43462,SERIOUS INCIDENT,EXPLOSIVE / NOT INTENTIONAL DECOMPRESSION,RIO DE JANEIRO,RJ,BRAZIL,SBGL,11:00:00,YES,CENIPA,IN PROGRESS,UNKNOWN,1,0.0,1,2010,13,12
43463,SERIOUS INCIDENT,FUEL STARVATION,GOIÂNIA,GO,BRAZIL,Nao informado,14:35:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,0.0,1,2010,09,12
43471,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,SÃO PAULO,SP,BRAZIL,Nao informado,20:15:00,YES,SERIPA-4,FINISHED,2011-07-21,1,0.0,1,2010,14,12
43472,ACCIDENT,ABOUT LANDING GEAR,PICOS,PI,BRAZIL,Nao informado,12:30:00,YES,SERIPA-2,FINISHED,2012-11-19,1,0.0,1,2010,13,12
43473,SERIOUS INCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,ITAITUBA,PA,BRAZIL,SBIH,19:25:00,YES,SERIPA-1,IN PROGRESS,UNKNOWN,1,1.0,1,2010,13,12
43474,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,BELO HORIZONTE,MG,BRAZIL,SBPR,22:30:00,YES,SERIPA-3,FINISHED,UNKNOWN,1,1.0,1,2010,20,12
43480,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,PRIMAVERA,PE,BRAZIL,Nao informado,10:00:00,YES,SERIPA-2,FINISHED,UNKNOWN,1,0.0,1,2010,03,11
43503,ACCIDENT,FLIGHT COMMANDS,JOAÇABA,SC,BRAZIL,Nao informado,13:25:00,UNKNOWN,SERIPA-5,DESCONHECIDO,UNKNOWN,1,0.0,1,2010,09,11
43524,ACCIDENT,UNKNOWN,BOM JESUS DO AMPARO,MG,BRAZIL,Nao informado,03:00:00,UNKNOWN,SERIPA-3,DESCONHECIDO,UNKNOWN,1,0.0,1,2010,23,10
43628,ACCIDENT,LANDING WITHOUT LANDING GEAR,CAIRU,BA,BRAZIL,SDLO,19:40:00,YES,SERIPA-2,IN PROGRESS,UNKNOWN,1,0.0,1,2011,05,01
43629,ACCIDENT,LOSS OF CONTROL IN THE AIR,MOGI DAS CRUZES,SP,BRAZIL,Nao informado,15:45:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2011,07,01
43633,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,RIBEIRÃO PRETO,SP,BRAZIL,SBRP,19:35:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,1.0,1,2011,01,01
43656,ACCIDENT,LOSS OF CONTROL ON THE GROUND,MARICÁ,RJ,BRAZIL,Nao informado,15:45:00,YES,SERIPA-3,FINISHED,UNKNOWN,1,0.0,1,2011,11,01
43657,ACCIDENT,LOSS OF CONTROL IN THE AIR,DOM PEDRITO,RS,BRAZIL,Nao informado,19:30:00,YES,SERIPA-4,FINISHED,2012-07-23,1,0.0,1,2011,11,01
43658,ACCIDENT,LOSS OF CONTROL IN THE AIR,CORUPÁ,SC,BRAZIL,Nao informado,12:00:00,YES,SERIPA-5,FINISHED,2012-09-20,1,0.0,1,2011,03,01
43668,SERIOUS INCIDENT,ABOUT LANDING GEAR,ELDORADO DO SUL,RS,BRAZIL,SIXE,15:40:00,YES,SERIPA-5,FINISHED,2015-06-06,1,0.0,1,2010,08,12
43702,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,RIO BRANCO,AC,BRAZIL,Nao informado,17:35:00,YES,SERIPA-1,FINISHED,2013-03-28,1,0.0,1,2011,21,01
43703,ACCIDENT,LOSS OF CONTROL ON THE GROUND,CAMPO VERDE,MT,BRAZIL,Nao informado,19:00:00,YES,SERIPA-6,FINISHED,2014-10-01,1,0.0,1,2011,15,01
43704,ACCIDENT,STRUCTURAL FAILURE,MOSTARDAS,RS,BRAZIL,Nao informado,16:00:00,YES,SERIPA-5,FINISHED,2011-09-23,1,0.0,1,2011,17,01
43705,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,SENADOR CANEDO,GO,BRAZIL,Nao informado,21:10:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,0.0,1,2011,14,01
43706,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ENVIRA,AM,BRAZIL,Nao informado,22:10:00,YES,SERIPA-7,FINISHED,2011-07-21,1,0.0,1,2011,19,01
43709,SERIOUS INCIDENT,ANOTHER TYPES,RIO DE JANEIRO,RJ,BRAZIL,Nao informado,09:55:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2011,24,01
43719,ACCIDENT,LOSS OF CONTROL IN THE AIR,ARACAJU,SE,BRAZIL,Nao informado,13:03:00,YES,SERIPA-2,FINISHED,2013-08-22,1,0.0,1,2010,21,12
43721,ACCIDENT,ABOUT LANDING GEAR,CRATEÚS,CE,BRAZIL,SNWS,09:00:00,YES,SERIPA-2,FINISHED,2013-08-28,1,0.0,1,2010,15,12
43722,ACCIDENT,LOSS OF CONTROL ON THE GROUND,CAJOBI,SP,BRAZIL,Nao informado,11:00:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2010,23,12
43724,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,COSMÓPOLIS,SP,BRAZIL,Nao informado,12:00:00,YES,SERIPA-4,FINISHED,2014-08-22,1,0.0,1,2010,29,12
43725,ACCIDENT,LOSS OF CONTROL ON THE GROUND,FORMOSA,GO,BRAZIL,SWFR,20:00:00,YES,SERIPA-6,FINISHED,2015-04-15,1,0.0,1,2010,18,12
43726,ACCIDENT,LOSS OF CONTROL IN THE AIR,ALEGRETE,RS,BRAZIL,Nao informado,10:35:00,YES,SERIPA-5,FINISHED,2012-08-29,1,0.0,1,2010,29,12
43727,ACCIDENT,LOSS OF CONTROL ON THE GROUND,PIACATU,SP,BRAZIL,Nao informado,03:00:00,NO,SERIPA-4,FINISHED,UNKNOWN,1,0.0,1,2010,11,12
43729,ACCIDENT,UNKNOWN,XINGUARA,PA,BRAZIL,Nao informado,15:30:00,YES,SERIPA-1,FINISHED,UNKNOWN,1,0.0,1,2010,22,08
43731,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,PORTO ALEGRE,RS,BRAZIL,Nao informado,10:53:00,YES,SERIPA-5,FINISHED,2012-07-23,1,0.0,1,2011,23,01
43732,SERIOUS INCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,PAUINI,AM,BRAZIL,SWUI,21:30:00,YES,SERIPA-7,FINISHED,2011-06-30,1,0.0,1,2011,27,01
43752,ACCIDENT,ANOTHER TYPES,SÃO JOSÉ DO RIO PRETO,SP,BRAZIL,Nao informado,11:30:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2011,19,01
43774,ACCIDENT,SYSTEM / COMPONENT FAILURE,MIRACATU,SP,BRAZIL,Nao informado,12:30:00,YES,SERIPA-4,FINISHED,2014-07-21,1,0.0,1,2011,31,01
43775,ACCIDENT,LOSS OF CONTROL IN THE AIR,LONDRINA,PR,BRAZIL,Nao informado,21:45:00,YES,SERIPA-5,IN PROGRESS,UNKNOWN,1,0.0,1,2011,28,01
43776,ACCIDENT,LOSS OF CONTROL ON THE GROUND,ALTO GARÇAS,MT,BRAZIL,SWDC,14:40:00,YES,SERIPA-6,FINISHED,2011-06-30,1,1.0,1,2011,25,01
43778,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CAMPO GRANDE,MS,BRAZIL,Nao informado,20:50:00,YES,SERIPA-6,FINISHED,2012-07-23,1,0.0,1,2011,28,01
43794,ACCIDENT,LOSS OF CONTROL IN THE AIR,CAMPO LARGO,PR,BRAZIL,Nao informado,18:00:00,UNKNOWN,SERIPA-5,DESCONHECIDO,UNKNOWN,1,0.0,1,2010,13,11
43808,ACCIDENT,TERRAIN COLLISION,PACAJÁ,PA,BRAZIL,Nao informado,15:10:00,YES,SERIPA-1,FINISHED,2013-08-22,1,0.0,1,2011,30,01
43809,ACCIDENT,LOW ALTITUDE MANEUVERS,ITINGA DO MARANHÃO,MA,BRAZIL,Nao informado,13:30:00,YES,SERIPA-1,FINISHED,2013-11-29,1,0.0,1,2011,05,02
43814,ACCIDENT,FUEL STARVATION,JUNDIAÍ,SP,BRAZIL,Nao informado,20:30:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2011,04,02
43832,ACCIDENT,LOSS OF CONTROL IN THE AIR,PARATY,RJ,BRAZIL,SDTK,22:30:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2011,30,01
43869,ACCIDENT,AIRCRAFTS COLLISION IN THE AIR,RIO DE JANEIRO,RJ,BRAZIL,Nao informado,17:15:00,UNKNOWN,SERIPA-3,DESCONHECIDO,UNKNOWN,2,0.0,1,2011,05,02
43870,SERIOUS INCIDENT,ABOUT LANDING GEAR,BRASÍLIA,DF,BRAZIL,SBBR,14:45:00,YES,SERIPA-6,FINISHED,2015-06-06,1,0.0,1,2011,14,02
43899,ACCIDENT,ABOUT LANDING GEAR,ALTAMIRA,PA,BRAZIL,SBHT,21:45:00,YES,SERIPA-1,FINISHED,2013-11-29,1,1.0,1,2011,21,02
43900,ACCIDENT,LANDING ON UNPREDICTABLE PLACE,ITIQUIRA,MT,BRAZIL,Nao informado,11:30:00,YES,SERIPA-6,FINISHED,UNKNOWN,1,0.0,1,2011,19,02
43901,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ARARAS,SP,BRAZIL,Nao informado,18:20:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2011,19,02
43906,ACCIDENT,LOSS OF CONTROL IN THE AIR,SANTO ANTÔNIO DO LEVERGER,MT,BRAZIL,SWLV,14:30:00,YES,SERIPA-6,FINISHED,2012-08-08,1,0.0,1,2011,18,02
43908,ACCIDENT,LOW ALTITUDE MANEUVERS,PEJUÇARA,RS,BRAZIL,Nao informado,13:10:00,YES,SERIPA-5,FINISHED,2012-07-02,1,0.0,1,2011,15,02
43909,ACCIDENT,LOSS OF CONTROL IN THE AIR,ITIRAPINA,SP,BRAZIL,SDJA,11:45:00,YES,SERIPA-4,FINISHED,2014-08-15,1,0.0,1,2011,29,01
43910,SERIOUS INCIDENT,LANDING ON UNPREDICTABLE PLACE,MANDAGUAÇU,PR,BRAZIL,Nao informado,15:50:00,YES,SERIPA-5,IN PROGRESS,UNKNOWN,1,0.0,1,2011,27,01
43911,ACCIDENT,LOSS OF CONTROL IN THE AIR,RECIFE,PE,BRAZIL,Nao informado,15:00:00,UNKNOWN,SERIPA-2,DESCONHECIDO,UNKNOWN,1,0.0,1,2011,22,02
43921,ACCIDENT,SYSTEM / COMPONENT FAILURE,RIO DE JANEIRO,RJ,BRAZIL,Nao informado,13:15:00,UNKNOWN,SERIPA-3,DESCONHECIDO,UNKNOWN,1,0.0,1,2010,18,12
43977,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ARIPUANÃ,MT,BRAZIL,Nao informado,20:45:00,YES,SERIPA-6,FINISHED,2011-09-23,1,0.0,1,2011,28,02
43978,ACCIDENT,LEAVING THE TRACK,CURITIBA,PR,BRAZIL,SBBI,12:46:00,YES,SERIPA-5,FINISHED,2012-07-23,1,1.0,1,2011,02,03
43984,SERIOUS INCIDENT,FUEL STARVATION,RIO DE JANEIRO,RJ,BRAZIL,SBJR,18:37:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2011,05,02
43986,SERIOUS INCIDENT,ABOUT ROTOR,ANGRA DOS REIS,RJ,BRAZIL,Nao informado,21:20:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2011,20,02
43988,ACCIDENT,FUEL STARVATION,GOVERNADOR VALADARES,MG,BRAZIL,Nao informado,22:30:00,YES,SERIPA-3,FINISHED,2015-03-06,1,0.0,1,2011,24,02
43989,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,SABÁUDIA,PR,BRAZIL,Nao informado,18:00:00,YES,SERIPA-5,FINISHED,2012-09-20,1,0.0,1,2011,25,02
43992,ACCIDENT,ABOUT LANDING GEAR,CORRENTINA,BA,BRAZIL,Nao informado,13:00:00,YES,SERIPA-2,FINISHED,2015-06-06,1,0.0,1,2011,01,03
43994,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,GOIÂNIA,GO,BRAZIL,Nao informado,14:45:00,YES,SERIPA-6,FINISHED,UNKNOWN,1,1.0,1,2011,04,03
43998,SERIOUS INCIDENT,SYSTEM / COMPONENT FAILURE,VITÓRIA,ES,BRAZIL,Nao informado,12:00:00,YES,SERIPA-3,FINISHED,2015-04-24,1,0.0,1,2011,06,03
44001,SERIOUS INCIDENT,ABOUT LANDING GEAR,CUIABÁ,MT,BRAZIL,Nao informado,13:30:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,0.0,1,2011,05,03
44003,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CORUMBÁ DE GOIÁS,GO,BRAZIL,Nao informado,18:00:00,YES,SERIPA-6,FINISHED,2013-10-10,1,0.0,1,2011,06,03
44014,ACCIDENT,ANOTHER TYPES,BODOQUENA,MS,BRAZIL,Nao informado,10:00:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2011,05,03
44078,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,MARECHAL THAUMATURGO,AC,BRAZIL,Nao informado,17:35:00,YES,SERIPA-7,FINISHED,2011-06-30,1,0.0,1,2011,07,03
44079,ACCIDENT,FUEL STARVATION,SANTARÉM,PA,BRAZIL,Nao informado,17:26:00,YES,SERIPA-1,IN PROGRESS,UNKNOWN,1,0.0,1,2011,11,03
44081,ACCIDENT,LOSS OF CONTROL IN THE AIR,CORRENTINA,BA,BRAZIL,Nao informado,12:00:00,YES,SERIPA-2,IN PROGRESS,UNKNOWN,1,0.0,1,2011,05,03
44082,ACCIDENT,SPATIAL UNAWARENESS,PARANATINGA,MT,BRAZIL,Nao informado,11:50:00,YES,SERIPA-6,FINISHED,UNKNOWN,1,0.0,1,2011,07,03
44118,ACCIDENT,LOSS OF CONTROL ON THE GROUND,ARACAJU,SE,BRAZIL,SNAU,20:00:00,YES,SERIPA-2,IN PROGRESS,UNKNOWN,1,0.0,1,2011,18,03
